,salary,tool
1481,38500,JavaScript
1481,38500,jQuery
1481,38500,TCP/IP
1482,48500,PHP
1482,48500,HTML
1482,48500,JavaScript
1482,48500,jQuery
1482,48500,CSS
1483,85000,
1489,55000,
1490,58000,
1491,65000,C#
1491,65000,MSSQL
1491,65000,JavaScript
1491,65000,鼎新
1492,65000,HTML
1492,65000,JavaScript
1492,65000,CSS
1492,65000,VueJS
1496,72500,中文打字50~75
1496,72500,英文打字50~75
1499,42000,
1503,28000,Linux
1503,28000,HTTP
1503,28000,TCP/IP
1505,28000,Java
1505,28000,HTTP
1505,28000,TCP/IP
1506,35000,
1507,100000,C
1507,100000,C++
1508,100000,
1509,61000,AJAX
1509,61000,PHP
1509,61000,MySQL
1509,61000,HTML
1509,61000,JavaScript
1509,61000,jQuery
1509,61000,TCP/IP
1510,80000,AJAX
1510,80000,PHP
1510,80000,MySQL
1510,80000,HTML
1510,80000,JavaScript
1510,80000,jQuery
1510,80000,TCP/IP
1511,38500,AJAX
1511,38500,PHP
1511,38500,MySQL
1511,38500,HTML
1511,38500,JavaScript
1511,38500,jQuery
1511,38500,TCP/IP
1512,48500,PHP
1512,48500,HTML
1512,48500,JavaScript
1512,48500,jQuery
1512,48500,CSS
1513,85000,
1516,45000,
1518,45000,ASP.NET
1518,45000,Delphi
1518,45000,PHP
1518,45000,MSSQL
1518,45000,MySQL
1520,39000,
1521,32000,
1524,41500,iOS
1524,41500,Objective-C
1524,41500,SWIFT
1525,39000,ASP.NET
1525,39000,C#
1525,39000,MSSQL
1525,39000,HTML
1525,39000,CSS
1525,39000,Angular
1527,40000,
1529,40000,
1530,53500,
1541,47500,
1542,28625,
1546,58000,Linux
1546,58000,PHP
1546,58000,MySQL
1546,58000,HTML
1546,58000,JavaScript
1546,58000,XML
1546,58000,jQuery
1546,58000,CSS
1546,58000,Sass
1546,58000,D3.js
1547,30000,
1548,30000,
1549,30000,
1550,90000,Linux
1550,90000,C
1550,90000,C++
1553,51500,Git
1553,51500,Go
1553,51500,PostgreSQL
1553,51500,HTML
1553,51500,JavaScript
1553,51500,VueJS
1554,37625,
1556,41500,
1561,80000,JavaScript
1561,80000,HTTP
1562,50000,JavaScript
1562,50000,HTTP
1563,165000,
1565,55000,Android
1565,55000,iOS
1565,55000,Git
1565,55000,Java
1565,55000,SWIFT
1565,55000,Kotlin
1565,55000,AWS
1565,55000,JavaScript
1565,55000,Node.js
1567,40000,
1570,72500,
1572,50000,MCU
1572,50000,C
1572,50000,C++
1572,50000,Excel
1572,50000,OneNote
1572,50000,Outlook
1572,50000,PowerPoint
1572,50000,Word
1572,50000,Assembly
1574,50000,Android
1574,50000,C
1574,50000,C#
1574,50000,C++
1574,50000,Java
1574,50000,Python
1574,50000,VisualC++
1574,50000,JavaScript
1576,55000,C#
1576,55000,VisualC++
1576,55000,VisualStudio
1577,70000,ASP.NET
1577,70000,C#
1577,70000,VisualStudio
1577,70000,WinForm
1577,70000,MSSQL
1577,70000,Excel
1577,70000,PowerPoint
1577,70000,Word
1579,65000,Linux
1579,65000,Vmware
1579,65000,JavaScript
1579,65000,TCP/IP
1579,65000,VPN
1581,48500,C++
1581,48500,C++.Net
1581,48500,VisualC++
1581,48500,MSSQL
1589,47500,
1591,47500,
1599,50000,Linux
1599,50000,PHP
1599,50000,Python
1599,50000,Go
1599,50000,MySQL
1599,50000,AWS
1599,50000,HTML
1599,50000,JavaScript
1600,76153,
1601,35000,Excel
1601,35000,PowerPoint
1601,35000,Word
1604,33500,PHP
1604,33500,Python
1604,33500,MySQL
1604,33500,HTML
1604,33500,jQuery
1604,33500,CSS
1609,40000,
1613,42500,Excel
1613,42500,PowerPoint
1613,42500,Visio
1613,42500,Word
1613,42500,GIS
1614,47500,Spring
1614,47500,MySQL
1614,47500,JavaScript
1622,57500,ASP
1622,57500,ASP.NET
1622,57500,C#
1622,57500,Python
1622,57500,Objective-C
1622,57500,MSSQL
1622,57500,MySQL
1622,57500,Vmware
1622,57500,HTML
1622,57500,JavaScript
1622,57500,XML
1622,57500,jQuery
1622,57500,CSS
1622,57500,Firewall
1622,57500,IIS
1622,57500,LDAP
1623,167500,
1624,105000,
1625,47500,
1627,70000,C
1627,70000,C#
1627,70000,C++
1627,70000,C++.Net
1627,70000,Delphi
1628,60000,
1633,40000,鼎新
1633,40000,正航
1636,60000,STL
1636,60000,C#
1637,50000,C#
1637,50000,C++
1639,60000,WindowsServer2012
1639,60000,WindowsServer2019
1639,60000,C#
1639,60000,Java
1639,60000,Spring
1639,60000,MSSQL
1639,60000,MySQL
1639,60000,PostgreSQL
1639,60000,HTML
1639,60000,JavaScript
1639,60000,jQuery
1645,61000,
1648,60000,GoogleAnalytics
1649,47500,
1650,60000,UNIX
1650,60000,Github
1650,60000,Python
1650,60000,MySQL
1650,60000,JavaScript
1650,60000,Node.js
1651,60000,UNIX
1651,60000,PHP
1651,60000,Python
1651,60000,MySQL
1651,60000,JavaScript
1652,60000,Linux
1652,60000,UNIX
1652,60000,PHP
1652,60000,Python
1652,60000,MySQL
1652,60000,JavaScript
1653,80000,Linux
1653,80000,PHP
1653,80000,MSSQL
1653,80000,MySQL
1654,125000,
1656,47500,Git
1656,47500,ASP.NET
1656,47500,C#
1656,47500,MSSQL
1657,45000,Java
1658,75000,ASP.NET
1658,75000,C#
1658,75000,MSSQL
1659,107692,JavaScript
1659,107692,Node.js
1659,107692,ReactJS
1661,45000,
1662,82500,GoogleAnalytics
1662,82500,GoogleTagManager
1662,82500,GoogleDisplayNetwork
1662,82500,GoogleTrend
1662,82500,GoogleDataStudio
1663,75000,ASP.NET
1663,75000,C#
1663,75000,PHP
1663,75000,MSSQL
1663,75000,MySQL
1664,60000,OOAD
1664,60000,SystemsAnalysis
1664,60000,UML
1664,60000,ASP.NET
1664,60000,Java
1664,60000,DataModeling
1665,60000,OOAD
1665,60000,SystemsAnalysis
1665,60000,UML
1665,60000,ASP.NET
1665,60000,Java
1665,60000,DataModeling
1667,75000,GoogleAnalytics
1667,75000,AdobePhotoshop
1667,75000,Illustrator
1669,52500,Linux
1672,30000,
1673,62500,ASP.NET
1673,62500,C#
1673,62500,MSSQL
1673,62500,HTML
1673,62500,JavaScript
1673,62500,jQuery
1673,62500,CSS
1675,47500,AJAX
1675,47500,ASP
1675,47500,ASP.NET
1675,47500,C#
1675,47500,VisualBasic.net
1675,47500,MSSQL
1675,47500,HTML
1675,47500,jQuery
1676,51000,
1679,125000,MacOS
1679,125000,VMS
1679,125000,WindowsServer2012
1679,125000,AJAX
1679,125000,ASP.NET
1679,125000,C#
1679,125000,VisualStudio.net
1679,125000,FoxPro2
1679,125000,MSSQL
1679,125000,PostgreSQL
1679,125000,Vmware
1679,125000,ActiveX
1679,125000,DHTML
1679,125000,HTML
1679,125000,JavaScript
1679,125000,XHTML
1679,125000,jQuery
1679,125000,Node.js
1679,125000,AngularJS
1681,85000,Git
1681,85000,MySQL
1681,85000,HTML
1681,85000,JavaScript
1681,85000,CSS
1681,85000,ReactJS
1681,85000,Redux
1681,85000,Django
1682,85000,Git
1682,85000,Python
1682,85000,MySQL
1682,85000,CSS
1682,85000,Node.js
1682,85000,Django
1685,46500,AJAX
1685,46500,PHP
1685,46500,MySQL
1685,46500,HTML
1685,46500,JavaScript
1685,46500,WebMaster/Developer
1685,46500,XHTML
1685,46500,jQuery
1689,173076,Java
1689,173076,Spring
1689,173076,AWS
1689,173076,J2EE
1689,173076,J2SE
1689,173076,JavaScript
1692,173076,C#
1692,173076,Java
1692,173076,AWS
1692,173076,J2EE
1692,173076,J2SE
1696,92307,
1697,92307,
1703,70000,e-commerce
1703,70000,GoogleAnalytics
1711,92307,Git
1711,92307,ASP.NET
1714,63461,MySQL
1714,63461,HTML
1714,63461,Excel
1714,63461,PowerPoint
1714,63461,Word
1720,42500,
1726,461538,
1727,125000,
1728,65000,Github
1728,65000,Git
1728,65000,PHP
1728,65000,Python
1728,65000,Go
1728,65000,MySQL
1728,65000,HTML
1728,65000,JavaScript
1728,65000,CSS
1728,65000,ReactNative
1728,65000,ReactJS
1731,40000,
1732,50000,SAP
1733,44000,HTML
1733,44000,JavaScript
1733,44000,jQuery
1733,44000,CSS
1733,44000,VueJS
1734,46500,ASP.NET
1734,46500,C#
1734,46500,JavaScript
1734,46500,jQuery
1735,72500,Linux
1735,72500,Git
1735,72500,PHP
1735,72500,PostgreSQL
1735,72500,AWS
1735,72500,HTML
1735,72500,JavaScript
1745,40000,
1747,44000,Excel
1748,45000,Excel
1751,80000,C#
1751,80000,Java
1751,80000,PHP
1756,37500,
1759,41500,
1760,35000,
1764,85000,SystemsAnalysis
1764,85000,SystemsAnalyst
1764,85000,UML
1764,85000,Java
1764,85000,AxureRP
1765,35000,
1767,72500,PHP
1775,65384,
1776,72500,Linux
1776,72500,PHP
1776,72500,MySQL
1776,72500,DHTML
1776,72500,HTML
1776,72500,JavaScript
1776,72500,jQuery
1778,42500,
1781,115384,Ruby
1781,115384,Rails
1781,115384,MySQL
1781,115384,RDBMS
1781,115384,HTML
1781,115384,JavaScript
1781,115384,CSS
1788,42500,Excel
1788,42500,Outlook
1788,42500,PowerPoint
1788,42500,Word
1788,42500,AdobePhotoshop
1792,70000,
1796,42500,Excel
1796,42500,Outlook
1796,42500,PowerPoint
1796,42500,Word
1796,42500,AdobePhotoshop
1797,42500,Excel
1797,42500,Outlook
1797,42500,PowerPoint
1797,42500,Word
1797,42500,AdobePhotoshop
1800,44000,Excel
1801,45000,Excel
1802,50000,Github
1802,50000,Go
1802,50000,MySQL
1802,50000,AWS
1803,50000,Github
1803,50000,Go
1803,50000,MySQL
1803,50000,AWS
1804,71000,OOP
1804,71000,ASP.NET
1804,71000,C#
1804,71000,MSSQL
1804,71000,PostgreSQL
1804,71000,JavaScript
1810,37500,ARM
1810,37500,Firmware
1810,37500,PLC
1815,80000,Github
1815,80000,MySQL
1815,80000,AWS
1815,80000,HTML
1815,80000,JavaScript
1815,80000,jQuery
1815,80000,CSS
1815,80000,Sass
1815,80000,ReactJS
1815,80000,AngularJS
1815,80000,VueJS
1815,80000,e-commerce
1816,80000,Linux
1816,80000,UNIX
1816,80000,Github
1816,80000,PHP
1816,80000,MySQL
1816,80000,AWS
1816,80000,e-commerce
1823,60000,AJAX
1823,60000,ASP.NET
1823,60000,C#
1823,60000,MSSQL
1823,60000,HTML
1823,60000,jQuery
1823,60000,中文打字50~75
1823,60000,英文打字50~75
1826,60000,
1827,57500,
1834,37500,
1835,80769,Linux
1835,80769,Github
1835,80769,PHP
1835,80769,MySQL
1835,80769,AWS
1835,80769,JavaScript
1835,80769,e-commerce
1839,31500,AdobePhotoshop
1839,31500,CoolDraw
1839,31500,Illustrator
1839,31500,PhotoImpact
1839,31500,鼎新
1841,44000,Excel
1842,42500,Excel
1843,38500,JavaScript
1848,60000,
1849,31000,Android
1849,31000,iOS
1849,31000,Windows10
1849,31000,Excel
1849,31000,PowerPoint
1849,31000,Word
1858,50000,Git
1858,50000,AJAX
1858,50000,PHP
1858,50000,MySQL
1858,50000,RDBMS
1858,50000,HTML
1858,50000,JavaScript
1858,50000,WebMaster/Developer
1858,50000,jQuery
1858,50000,CSS
1858,50000,Socket
1861,76923,Python
1861,76923,e-commerce
1861,76923,Excel
1861,76923,Outlook
1861,76923,PowerPoint
1861,76923,Word
1861,76923,GoogleAnalytics
1861,76923,AdobePhotoshop
1862,65000,Excel
1862,65000,PowerPoint
1862,65000,Word
1863,40000,Windows2000
1863,40000,Windows2003
1863,40000,Windows95
1863,40000,Windows98
1863,40000,WindowsMobile
1863,40000,WindowsNT
1863,40000,WindowsVista
1863,40000,WindowsXP
1863,40000,Windows7
1863,40000,WindowsServer2008
1863,40000,Android
1863,40000,iOS
1863,40000,Windows8
1863,40000,WindowsServer2012
1863,40000,Windows10
1863,40000,WindowsServer2019
1863,40000,DHTML
1863,40000,ElectronicPayment
1863,40000,HTML
1863,40000,HTTP
1863,40000,Excel
1863,40000,PowerPoint
1863,40000,Word
1864,55000,
1865,115384,Ruby
1865,115384,Rails
1865,115384,MySQL
1865,115384,RDBMS
1865,115384,HTML
1865,115384,JavaScript
1865,115384,CSS
1866,44000,Excel
1867,42500,Excel
1868,113100,Apple
1868,113100,WindowsXP
1868,113100,Android
1868,113100,iOS
1868,113100,Windows8
1868,113100,中文打字20~50
1868,113100,英文打字20~50
1869,45000,
1873,33000,Excel
1873,33000,PowerPoint
1873,33000,Word
1873,33000,GoogleAnalytics
1874,40000,
1875,58000,
1876,65000,C#
1876,65000,MSSQL
1876,65000,JavaScript
1876,65000,鼎新
1877,60000,
1879,40000,Linux
1879,40000,Git
1879,40000,PHP
1879,40000,MySQL
1879,40000,HTML
1879,40000,JavaScript
1879,40000,CSS
1880,60000,Git
1880,60000,PHP
1880,60000,MySQL
1880,60000,HTML
1880,60000,JavaScript
1880,60000,CSS
1881,54000,Java
1881,54000,Spring
1881,54000,MySQL
1881,54000,HTML
1881,54000,JavaScript
1881,54000,CSS
1881,54000,Node.js
1881,54000,AngularJS
1881,54000,Angular
1884,34998,e-commerce
1884,34998,AdobeAcrobat
1884,34998,Excel
1884,34998,PowerPoint
1884,34998,Word
1884,34998,GoogleAnalytics
1887,35000,
1888,35000,
1891,35000,ASP
1891,35000,ASP.NET
1891,35000,VisualBasic.net
1891,35000,MSSQL
1892,165000,
1893,26000,
1894,26000,Excel
1894,26000,Word
1894,26000,AdobePhotoshop
1896,42500,Excel
1897,44000,Excel
1898,42500,Excel
1899,30125,Excel
1899,30125,PowerPoint
1899,30125,Word
1899,30125,中文打字20~50
1900,47500,
1901,32500,
1902,47500,
1903,35000,
1906,40000,OSX
1906,40000,HTML
1906,40000,JavaScript
1906,40000,jQuery
1906,40000,CSS
1906,40000,AdobePhotoshop
1906,40000,Illustrator
1907,33500,PHP
1907,33500,Python
1907,33500,MySQL
1907,33500,HTML
1907,33500,jQuery
1907,33500,CSS
1908,67500,AJAX
1908,67500,ASP.NET
1908,67500,C++.Net
1908,67500,VisualStudio.net
1908,67500,JavaScript
1908,67500,XML
1908,67500,XMLWebservices
1908,67500,jQuery
1909,55000,ASP
1909,55000,ASP.NET
1909,55000,C#
1909,55000,PHP
1909,55000,MSSQL
1909,55000,HTML
1909,55000,JavaScript
1909,55000,jQuery
1910,39000,AdobePhotoshop
1910,39000,Illustrator
1911,50000,
1913,47500,
1917,41500,
1918,28000,
1919,155000,Linux
1919,155000,Java
1919,155000,AWS
1924,47500,Windows98
1924,47500,WindowsXP
1924,47500,Windows10
1924,47500,C
1924,47500,C++
1924,47500,JavaScript
1924,47500,DHCP
1924,47500,DNS
1924,47500,HTTP
1924,47500,TCP/IP
1924,47500,Outlook
1924,47500,PowerPoint
1924,47500,Word
1924,47500,AutoCAD
1925,37500,
1927,70000,iOS
1927,70000,Git
1927,70000,Objective-C
1927,70000,SWIFT
1933,107692,Java
1933,107692,Python
1933,107692,AWS
1934,1500000,
1935,1500000,C
1935,1500000,C++
1935,1500000,Go
1936,123076,
1937,130769,MSSQL
1937,130769,AWS
1938,80000,Git
1938,80000,C#
1938,80000,Java
1938,80000,Python
1938,80000,Node.js
1939,40000,
1940,80000,Git
1940,80000,Python
1940,80000,AWS
1940,80000,Node.js
1941,80000,AWS
1941,80000,HTML
1941,80000,JavaScript
1941,80000,CSS
1941,80000,Node.js
1941,80000,VueJS
1941,80000,Angular
1943,88461,Java
1943,88461,Spring
1943,88461,MySQL
1943,88461,AWS
1943,88461,JavaScript
1948,45000,
1950,58000,Github
1950,58000,ASP.NET
1950,58000,C#
1950,58000,C++
1950,58000,Java
1950,58000,AWS
1950,58000,HTML
1950,58000,JavaScript
1950,58000,jQuery
1950,58000,CSS
1950,58000,Excel
1950,58000,PowerPoint
1950,58000,GoogleAnalytics
1950,58000,Firebase
1952,57500,Java
1952,57500,MSSQL
1958,96153,iOS
1958,96153,SWIFT
1964,40000,Android
1965,40000,iOS
1965,40000,Objective-C
1965,40000,SWIFT
1967,34000,
1968,38000,
1974,55000,Github
1974,55000,C#
1974,55000,C++
1974,55000,Java
1974,55000,JSP
1974,55000,Spring
1974,55000,HTML
1974,55000,J2EE
1974,55000,XHTML
1974,55000,FTP
1974,55000,HTTP
1974,55000,Unity3D
1977,35000,Java
1977,35000,JSP
1977,35000,Spring
1977,35000,JDBC
1977,35000,MySQL
1977,35000,Oracle
1977,35000,Tomcat
1977,35000,HTML
1977,35000,JavaScript
1977,35000,jQuery
1978,65000,
1981,52500,iOS
1981,52500,Objective-C
1981,52500,SWIFT
1981,52500,MSSQL
1981,52500,MySQL
1981,52500,Oracle
1982,57500,iOS
1982,57500,Objective-C
1982,57500,SWIFT
1982,57500,Flutter
1988,53000,Objective-C
1988,53000,SWIFT
1994,40000,Android
1995,40000,iOS
1995,40000,Objective-C
1995,40000,SWIFT
1997,34000,
1998,38000,
2004,55000,Github
2004,55000,C#
2004,55000,C++
2004,55000,Java
2004,55000,JSP
2004,55000,Spring
2004,55000,HTML
2004,55000,J2EE
2004,55000,XHTML
2004,55000,FTP
2004,55000,HTTP
2004,55000,Unity3D
2007,35000,Java
2007,35000,JSP
2007,35000,Spring
2007,35000,JDBC
2007,35000,MySQL
2007,35000,Oracle
2007,35000,Tomcat
2007,35000,HTML
2007,35000,JavaScript
2007,35000,jQuery
2008,65000,
2011,52500,iOS
2011,52500,Objective-C
2011,52500,SWIFT
2011,52500,MSSQL
2011,52500,MySQL
2011,52500,Oracle
2012,57500,iOS
2012,57500,Objective-C
2012,57500,SWIFT
2012,57500,Flutter
2018,53000,Objective-C
2018,53000,SWIFT
2024,40000,Android
2025,40000,iOS
2025,40000,Objective-C
2025,40000,SWIFT
2027,34000,
2028,38000,
2033,50000,Java
2033,50000,Objective-C
2033,50000,SWIFT
2033,50000,Kotlin
2033,50000,ReactNative
2034,60000,Android
2035,43000,
2036,60000,iOS
2037,76923,Linux
2037,76923,Shell
2037,76923,Github
2037,76923,C++
2037,76923,Python
2037,76923,JavaScript
2039,55000,Android
2039,55000,iOS
2039,55000,C
2039,55000,Objective-C
2040,88461,
2041,60000,Android
2041,60000,iOS
2041,60000,C
2041,60000,Objective-C
2043,45000,Android
2043,45000,iOS
2043,45000,C
2043,45000,Objective-C
2044,50000,Android
2044,50000,iOS
2044,50000,C
2044,50000,Objective-C
2045,55000,Android
2045,55000,iOS
2045,55000,C
2045,55000,Objective-C
2046,34000,
2048,50000,Android
2048,50000,iOS
2048,50000,Git
2048,50000,Java
2048,50000,Objective-C
2048,50000,SWIFT
2048,50000,XML
2055,115384,iOS
2055,115384,Objective-C
2055,115384,SWIFT
2059,70000,ASP.NET
2059,70000,C#
2059,70000,MSSQL
2059,70000,JavaScript
2059,70000,jQuery
2059,70000,CSS
2059,70000,VueJS
2060,40000,Android
2060,40000,Java
2060,40000,Objective-C
2060,40000,XML
2061,50000,ASP.NET
2061,50000,C#
2061,50000,MSSQL
2061,50000,JavaScript
2061,50000,jQuery
2061,50000,CSS
2061,50000,VueJS
2062,76923,ASP.NET
2062,76923,C#
2062,76923,MSSQL
2062,76923,JavaScript
2062,76923,jQuery
2062,76923,CSS
2062,76923,VueJS
2063,50000,Java
2063,50000,Objective-C
2063,50000,SWIFT
2063,50000,Kotlin
2063,50000,ReactNative
2064,60000,Android
2065,43000,
2066,60000,iOS
2067,76923,Linux
2067,76923,Shell
2067,76923,Github
2067,76923,C++
2067,76923,Python
2067,76923,JavaScript
2069,55000,Android
2069,55000,iOS
2069,55000,C
2069,55000,Objective-C
2070,88461,
2071,60000,Android
2071,60000,iOS
2071,60000,C
2071,60000,Objective-C
2073,45000,Android
2073,45000,iOS
2073,45000,C
2073,45000,Objective-C
2074,50000,Android
2074,50000,iOS
2074,50000,C
2074,50000,Objective-C
2075,55000,Android
2075,55000,iOS
2075,55000,C
2075,55000,Objective-C
2076,34000,
2078,50000,Android
2078,50000,iOS
2078,50000,Git
2078,50000,Java
2078,50000,Objective-C
2078,50000,SWIFT
2078,50000,XML
2085,115384,iOS
2085,115384,Objective-C
2085,115384,SWIFT
2089,70000,ASP.NET
2089,70000,C#
2089,70000,MSSQL
2089,70000,JavaScript
2089,70000,jQuery
2089,70000,CSS
2089,70000,VueJS
2090,40000,Android
2090,40000,Java
2090,40000,Objective-C
2090,40000,XML
2091,50000,ASP.NET
2091,50000,C#
2091,50000,MSSQL
2091,50000,JavaScript
2091,50000,jQuery
2091,50000,CSS
2091,50000,VueJS
2092,76923,ASP.NET
2092,76923,C#
2092,76923,MSSQL
2092,76923,JavaScript
2092,76923,jQuery
2092,76923,CSS
2092,76923,VueJS
2093,50000,Java
2093,50000,Objective-C
2093,50000,SWIFT
2093,50000,Kotlin
2093,50000,ReactNative
2094,60000,Android
2095,43000,
2096,60000,iOS
2097,76923,Linux
2097,76923,Shell
2097,76923,Github
2097,76923,C++
2097,76923,Python
2097,76923,JavaScript
2099,37500,AJAX
2099,37500,DHTML
2099,37500,HTML
2099,37500,JavaScript
2099,37500,XHTML
2099,37500,jQuery
2099,37500,ReactJS
2102,52500,ASP.NET
2102,52500,C#
2102,52500,JavaScript
2103,50000,Android
2105,37410,
2106,33060,
2108,90000,MacOS
2108,90000,iOS
2108,90000,Github
2108,90000,Objective-C
2108,90000,SWIFT
2108,90000,HTTP
2108,90000,Socket
2108,90000,TCP/IP
2109,92500,Linux
2109,92500,Github
2109,92500,Jenkins
2109,92500,Git
2109,92500,Java
2109,92500,PHP
2109,92500,Go
2109,92500,MySQL
2109,92500,HTTP
2109,92500,TCP/IP
2110,60000,Git
2110,60000,C#
2110,60000,MSSQL
2111,100000,Github
2111,100000,Git
2111,100000,AJAX
2111,100000,HTML
2111,100000,JavaScript
2111,100000,jQuery
2111,100000,Node.js
2111,100000,ReactJS
2111,100000,AngularJS
2111,100000,VueJS
2111,100000,Redux
2111,100000,WAP
2112,95000,Linux
2112,95000,Github
2112,95000,Go
2112,95000,MySQL
2112,95000,HTTP
2112,95000,TCP/IP
2115,75000,
2116,57500,ASP.NET
2116,57500,C#
2117,85000,Linux
2117,85000,C
2117,85000,Java
2117,85000,Go
2117,85000,HTML
2118,80000,Android
2118,80000,Java
2118,80000,Kotlin
2119,47000,Android
2119,47000,Java
2119,47000,Kotlin
